machine_id,timestamp,temperature,vibration,pressure,rpm,oil_level,failure
1,2024-01-03 11:00:00,67.56,0.4985,103.16,1521.9,78.98,0
1,2024-01-03 12:00:00,67.93,0.535,100.81,1514.6,78.77,0
1,2024-01-03 13:00:00,70.09,0.5306,106.22,1529.3,77.08,0
1,2024-01-03 14:00:00,68.71,0.5861,106.58,1516.5,79.75,0
1,2024-01-03 15:00:00,69.4,0.6454,100.37,1532.8,77.65,1
1,2024-01-03 16:00:00,68.38,0.5874,96.93,1531.0,77.3,0
1,2024-01-03 17:00:00,65.91,0.5014,104.94,1522.1,79.32,0
1,2024-01-03 18:00:00,69.78,0.5887,107.89,1544.7,78.13,0
1,2024-01-03 19:00:00,68.39,0.6,101.83,1480.8,78.78,0
1,2024-01-03 20:00:00,69.22,0.5558,91.91,1497.0,77.3,0
1,2024-01-03 21:00:00,68.58,0.543,104.4,1505.9,78.02,0
1,2024-01-03 22:00:00,65.97,0.5703,109.46,1545.7,76.56,0
1,2024-01-03 23:00:00,68.12,0.6219,104.73,1538.4,77.45,0
1,2024-01-04 00:00:00,70.79,0.5535,99.04,1509.3,78.86,0
1,2024-01-04 01:00:00,70.51,0.599,95.34,1491.0,75.32,0
1,2024-01-04 02:00:00,69.18,0.4383,101.69,1541.3,78.33,0
1,2024-01-04 03:00:00,69.45,0.4625,103.84,1522.2,77.31,0
1,2024-01-04 04:00:00,71.06,0.4765,103.5,1512.9,76.23,0
1,2024-01-04 05:00:00,69.8,0.5462,108.88,1494.7,77.82,0
1,2024-01-04 06:00:00,67.21,0.5223,96.93,1510.5,77.37,0
1,2024-01-04 07:00:00,64.3,0.5161,105.16,1512.0,77.08,0
1,2024-01-04 08:00:00,67.41,0.5809,101.35,1489.6,79.66,0
1,2024-01-04 09:00:00,68.28,0.635,102.83,1525.6,77.59,0
1,2024-01-04 10:00:00,66.97,0.5575,111.69,1464.9,76.46,0
1,2024-01-04 11:00:00,67.12,0.5221,98.66,1547.7,78.14,0
1,2024-01-04 12:00:00,67.2,0.555,115.93,1534.2,76.8,0
1,2024-01-04 13:00:00,72.13,0.5123,97.14,1532.4,79.14,0
1,2024-01-04 14:00:00,69.04,0.5632,102.24,1509.0,76.77,0
1,2024-01-04 15:00:00,67.75,0.5281,99.72,1514.7,76.38,0
1,2024-01-04 16:00:00,69.8,0.5543,105.22,1519.1,76.48,0
1,2024-01-04 17:00:00,67.97,0.5643,107.78,1480.2,77.74,0
1,2024-01-04 18:00:00,67.92,0.5101,105.41,1458.7,76.72,0
1,2024-01-04 19:00:00,68.46,0.593,95.7,1512.1,75.96,0
1,2024-01-04 20:00:00,68.79,0.5415,100.99,1528.5,78.27,0
1,2024-01-04 21:00:00,70.65,0.4391,100.01,1524.8,76.95,0
1,2024-01-04 22:00:00,69.46,0.568,106.43,1544.8,77.02,0
1,2024-01-04 23:00:00,69.37,0.54,101.82,1521.0,76.71,0
1,2024-01-05 00:00:00,64.74,0.5833,102.62,1532.0,76.87,0
1,2024-01-05 01:00:00,71.78,0.4725,102.21,1513.4,78.79,0
1,2024-01-05 02:00:00,68.71,0.608,108.42,1514.8,76.21,0
1,2024-01-05 03:00:00,69.78,0.4938,109.67,1519.6,76.67,0
1,2024-01-05 04:00:00,71.16,0.5727,101.51,1520.9,75.99,0
1,2024-01-05 05:00:00,67.61,0.573,101.55,1522.3,77.4,0
1,2024-01-05 06:00:00,71.84,0.548,101.79,1501.6,78.02,0
1,2024-01-05 07:00:00,71.23,0.5917,113.31,1497.1,75.8,0
1,2024-01-05 08:00:00,69.64,0.6137,99.46,1466.0,77.22,0
1,2024-01-05 09:00:00,74.6,0.5782,107.54,1522.1,77.25,0
1,2024-01-05 10:00:00,69.83,0.5166,97.2,1550.1,77.2,0
1,2024-01-05 11:00:00,69.55,0.5249,103.27,1513.4,78.1,0
1,2024-01-05 12:00:00,68.19,0.5685,109.24,1500.6,77.85,0
1,2024-01-05 13:00:00,64.74,0.5115,97.41,1505.4,78.65,0
1,2024-01-05 14:00:00,67.15,0.5694,103.84,1485.7,77.78,0
1,2024-01-05 15:00:00,69.1,0.6702,109.5,1506.6,75.86,0
1,2024-01-05 16:00:00,69.44,0.5865,100.47,1514.9,76.17,0
1,2024-01-05 17:00:00,70.8,0.5507,101.12,1511.2,76.4,0
1,2024-01-05 18:00:00,72.25,0.4472,93.46,1487.0,75.76,0
1,2024-01-05 19:00:00,69.89,0.5107,99.95,1489.5,78.67,1
1,2024-01-05 20:00:00,70.48,0.5432,103.39,1512.3,76.21,0
1,2024-01-05 21:00:00,68.07,0.5565,106.27,1487.2,77.61,0
1,2024-01-05 22:00:00,71.17,0.5365,104.99,1516.6,78.54,0
1,2024-01-05 23:00:00,67.54,0.614,102.27,1518.0,75.63,0
1,2024-01-06 00:00:00,67.09,0.5444,110.39,1476.3,77.63,0
1,2024-01-06 01:00:00,66.77,0.482,112.28,1515.5,76.76,0
1,2024-01-06 02:00:00,71.55,0.5853,102.11,1538.2,79.0,0
1,2024-01-06 03:00:00,70.97,0.5963,102.87,1511.6,77.19,0
1,2024-01-06 04:00:00,66.38,0.6161,113.81,1525.5,76.36,1
1,2024-01-06 05:00:00,70.71,0.6022,108.69,1544.4,77.83,0
1,2024-01-06 06:00:00,69.36,0.6305,105.68,1463.6,76.46,0
1,2024-01-06 07:00:00,70.09,0.5605,96.72,1492.4,75.45,0
1,2024-01-06 08:00:00,70.86,0.5042,114.16,1504.8,76.88,0
1,2024-01-06 09:00:00,70.09,0.5639,104.35,1562.0,76.68,0
1,2024-01-06 10:00:00,69.04,0.6057,104.64,1504.0,78.74,0
1,2024-01-06 11:00:00,69.67,0.6298,100.92,1523.3,77.73,0
1,2024-01-06 12:00:00,66.26,0.6524,97.13,1506.0,77.81,0
1,2024-01-06 13:00:00,70.04,0.624,109.12,1527.2,77.19,0
1,2024-01-06 14:00:00,66.76,0.594,107.8,1513.1,77.17,0
1,2024-01-06 15:00:00,69.41,0.5957,107.11,1510.9,76.74,0
1,2024-01-06 16:00:00,67.04,0.6236,98.48,1535.8,76.44,0
1,2024-01-06 17:00:00,70.14,0.6717,104.67,1530.9,75.21,0
1,2024-01-06 18:00:00,67.19,0.6295,107.25,1511.1,77.91,0
1,2024-01-06 19:00:00,68.54,0.716,101.86,1501.2,78.13,0
1,2024-01-06 20:00:00,68.18,0.6416,102.17,1493.9,75.66,0
1,2024-01-06 21:00:00,67.84,0.601,104.83,1541.0,75.65,0
1,2024-01-06 22:00:00,69.62,0.5623,115.2,1496.6,77.81,0
1,2024-01-06 23:00:00,73.22,0.5725,100.99,1497.3,76.08,0
1,2024-01-07 00:00:00,69.0,0.5968,101.77,1486.3,77.42,0
1,2024-01-07 01:00:00,72.11,0.5784,106.8,1513.7,75.09,0
1,2024-01-07 02:00:00,68.35,0.6151,101.81,1521.3,77.14,0
1,2024-01-07 03:00:00,72.21,0.5989,99.63,1481.9,75.86,0
1,2024-01-07 04:00:00,68.38,0.6081,107.09,1488.2,73.1,0
1,2024-01-07 05:00:00,68.34,0.5849,108.83,1523.0,78.41,0
1,2024-01-07 06:00:00,70.58,0.6255,108.26,1517.7,76.96,0
1,2024-01-07 07:00:00,71.54,0.6644,109.44,1536.9,77.2,0
1,2024-01-07 08:00:00,69.39,0.5702,100.14,1519.1,76.96,0
1,2024-01-07 09:00:00,70.95,0.6223,103.81,1481.9,77.27,0
1,2024-01-07 10:00:00,73.15,0.6242,104.9,1501.0,77.05,0
1,2024-01-07 11:00:00,70.28,0.6448,104.5,1500.0,76.7,0
1,2024-01-07 12:00:00,69.47,0.6239,94.51,1528.2,76.02,0
1,2024-01-07 13:00:00,70.47,0.5881,105.44,1540.1,76.42,0
1,2024-01-07 14:00:00,66.83,0.5966,97.39,1505.2,77.12,0
1,2024-01-07 15:00:00,72.23,0.6299,100.72,1483.1,77.34,0
1,2024-01-07 16:00:00,69.82,0.5612,102.96,1521.3,75.23,0
1,2024-01-07 17:00:00,73.61,0.6171,104.74,1503.7,76.8,0
1,2024-01-07 18:00:00,70.45,0.6087,108.27,1501.6,76.94,0
1,2024-01-07 19:00:00,70.26,0.6382,105.79,1519.8,76.87,0
1,2024-01-07 20:00:00,68.45,0.638,109.75,1518.2,75.38,0
1,2024-01-07 21:00:00,70.26,0.5889,112.5,1507.5,74.97,0
1,2024-01-07 22:00:00,67.19,0.6518,100.31,1528.1,76.11,0
1,2024-01-07 23:00:00,70.34,0.6018,91.36,1476.5,77.14,0
1,2024-01-08 00:00:00,71.15,0.6492,103.35,1496.6,76.11,0
1,2024-01-08 01:00:00,69.62,0.6259,97.67,1538.1,77.24,0
1,2024-01-08 02:00:00,68.69,0.6288,102.11,1506.2,76.17,0
1,2024-01-08 03:00:00,69.0,0.7176,106.66,1496.4,76.91,0
1,2024-01-08 04:00:00,71.03,0.5886,112.51,1514.9,76.72,0
1,2024-01-08 05:00:00,71.86,0.6819,100.76,1534.1,76.52,0
1,2024-01-08 06:00:00,71.31,0.7393,101.58,1511.7,75.28,0
1,2024-01-08 07:00:00,69.47,0.6298,114.14,1542.1,76.73,0
1,2024-01-08 08:00:00,68.29,0.6601,100.91,1511.7,77.38,0
1,2024-01-08 09:00:00,70.34,0.6086,111.28,1482.9,74.81,0
1,2024-01-08 10:00:00,67.46,0.7336,102.88,1543.0,74.63,0
1,2024-01-08 11:00:00,69.45,0.7082,110.3,1494.8,76.65,0
1,2024-01-08 12:00:00,71.26,0.6206,95.14,1506.2,76.09,0
1,2024-01-08 13:00:00,72.76,0.6935,94.68,1499.9,75.12,0
1,2024-01-08 14:00:00,72.27,0.5746,108.91,1492.9,74.67,0
1,2024-01-08 15:00:00,70.12,0.6416,96.95,1526.9,75.72,0
1,2024-01-08 16:00:00,71.98,0.5689,99.17,1517.4,77.05,0
1,2024-01-08 17:00:00,73.15,0.6585,105.51,1527.5,76.43,0
1,2024-01-08 18:00:00,70.07,0.6127,103.59,1493.1,76.05,0
1,2024-01-08 19:00:00,68.67,0.645,93.35,1525.1,76.52,0
1,2024-01-08 20:00:00,66.55,0.7888,98.98,1514.7,75.22,0
1,2024-01-08 21:00:00,72.06,0.6115,112.9,1502.8,76.37,0
1,2024-01-08 22:00:00,70.73,0.7437,108.14,1512.7,75.69,0
1,2024-01-08 23:00:00,70.94,0.6997,109.25,1519.2,74.99,0
1,2024-01-09 00:00:00,69.28,0.66,108.33,1501.4,76.46,0
1,2024-01-09 01:00:00,73.71,0.6338,108.12,1530.1,74.88,0
1,2024-01-09 02:00:00,72.3,0.6787,109.74,1501.0,76.22,1
1,2024-01-09 03:00:00,68.82,0.5929,96.09,1538.1,75.24,0
1,2024-01-09 04:00:00,67.79,0.6334,96.81,1494.1,76.25,0
1,2024-01-09 05:00:00,69.51,0.615,114.53,1525.7,75.74,0
1,2024-01-09 06:00:00,70.02,0.6492,97.48,1475.3,77.5,0
1,2024-01-09 07:00:00,67.3,0.7203,106.08,1517.8,76.9,0
1,2024-01-09 08:00:00,70.46,0.6715,102.31,1516.9,76.0,0
1,2024-01-09 09:00:00,69.08,0.6033,97.73,1509.4,77.42,0
1,2024-01-09 10:00:00,74.03,0.6922,100.22,1474.0,75.88,0
1,2024-01-09 11:00:00,70.7,0.6596,96.56,1493.6,76.33,0
1,2024-01-09 12:00:00,73.83,0.6515,100.33,1506.8,76.47,0
1,2024-01-09 13:00:00,71.33,0.6585,103.42,1491.5,75.32,0
1,2024-01-09 14:00:00,73.37,0.6418,101.83,1520.5,76.72,0
1,2024-01-09 15:00:00,69.68,0.643,109.44,1491.9,76.24,0
1,2024-01-09 16:00:00,75.55,0.5967,105.82,1490.6,75.6,0
1,2024-01-09 17:00:00,72.03,0.6616,102.45,1524.5,78.15,0
1,2024-01-09 18:00:00,74.06,0.5759,104.75,1505.1,76.35,0
1,2024-01-09 19:00:00,69.61,0.7449,100.41,1516.5,77.55,0
1,2024-01-09 20:00:00,68.97,0.6263,100.23,1501.1,75.15,0
1,2024-01-09 21:00:00,71.26,0.6744,95.38,1511.6,76.74,0
1,2024-01-09 22:00:00,68.86,0.6019,106.63,1543.8,75.63,0
1,2024-01-09 23:00:00,74.68,0.6923,103.53,1515.6,74.96,0
1,2024-01-10 00:00:00,69.41,0.6693,111.06,1498.6,77.18,0
1,2024-01-10 01:00:00,68.83,0.6114,101.55,1528.9,76.0,0
1,2024-01-10 02:00:00,69.78,0.6781,100.49,1511.8,76.35,0
1,2024-01-10 03:00:00,72.46,0.6284,96.46,1467.8,76.35,0
1,2024-01-10 04:00:00,75.62,0.612,107.29,1505.1,76.08,0
1,2024-01-10 05:00:00,71.32,0.6735,102.61,1522.8,75.53,0
1,2024-01-10 06:00:00,72.48,0.7002,100.56,1499.6,74.62,0
1,2024-01-10 07:00:00,70.66,0.6725,103.05,1526.0,76.27,0
1,2024-01-10 08:00:00,76.31,0.6569,99.83,1514.8,73.26,0
1,2024-01-10 09:00:00,71.52,0.6422,102.14,1505.2,76.31,0
1,2024-01-10 10:00:00,67.81,0.6412,88.63,1509.9,76.05,0
1,2024-01-10 11:00:00,69.85,0.7509,109.16,1499.7,77.25,0
1,2024-01-10 12:00:00,70.32,0.6547,101.22,1489.8,76.05,0
1,2024-01-10 13:00:00,70.21,0.6841,103.06,1512.6,76.93,0
1,2024-01-10 14:00:00,72.48,0.7913,97.82,1499.6,75.6,0
1,2024-01-10 15:00:00,73.48,0.6192,94.03,1514.5,76.47,0
1,2024-01-10 16:00:00,71.46,0.6698,101.07,1503.3,76.57,0
1,2024-01-10 17:00:00,69.94,0.6054,103.94,1503.2,76.27,0
1,2024-01-10 18:00:00,67.63,0.7832,97.05,1502.7,76.85,0
1,2024-01-10 19:00:00,69.84,0.6125,94.94,1532.8,75.46,0
1,2024-01-10 20:00:00,73.87,0.6258,95.01,1495.2,75.57,0
1,2024-01-10 21:00:00,73.45,0.7198,104.49,1529.3,77.21,0
1,2024-01-10 22:00:00,69.24,0.6867,103.43,1537.6,75.41,0
1,2024-01-10 23:00:00,71.82,0.6661,103.9,1476.2,74.66,0
1,2024-01-11 00:00:00,73.02,0.7431,100.72,1494.3,75.9,0
1,2024-01-11 01:00:00,70.26,0.7359,99.18,1474.6,77.11,0
1,2024-01-11 02:00:00,72.25,0.6406,106.17,1527.4,75.02,0
1,2024-01-11 03:00:00,71.79,0.6555,107.59,1504.0,75.86,0
1,2024-01-11 04:00:00,73.22,0.7182,98.68,1510.0,76.14,0
1,2024-01-11 05:00:00,71.32,0.6371,93.11,1543.8,74.47,0
1,2024-01-11 06:00:00,70.79,0.6736,103.98,1499.4,74.22,0
1,2024-01-11 07:00:00,73.6,0.6827,104.34,1497.6,77.15,0
1,2024-01-11 08:00:00,73.57,0.7286,97.72,1512.6,75.86,0
1,2024-01-11 09:00:00,71.87,0.7127,99.65,1491.9,76.11,0
1,2024-01-11 10:00:00,72.82,0.7297,114.41,1523.9,73.62,0
1,2024-01-11 11:00:00,72.01,0.732,104.8,1528.1,76.18,0
1,2024-01-11 12:00:00,71.36,0.6942,107.03,1483.7,76.78,0
1,2024-01-11 13:00:00,71.04,0.7795,104.86,1478.2,75.93,0
1,2024-01-11 14:00:00,72.46,0.7696,95.63,1480.0,75.02,0
1,2024-01-11 15:00:00,70.28,0.7841,100.87,1506.5,76.4,0
1,2024-01-11 16:00:00,75.3,0.661,108.69,1490.5,75.63,0
1,2024-01-11 17:00:00,70.28,0.6712,103.78,1532.7,77.45,0
1,2024-01-11 18:00:00,75.23,0.748,99.72,1518.4,75.43,0
1,2024-01-11 19:00:00,74.61,0.6925,100.58,1515.7,76.38,0
1,2024-01-11 20:00:00,66.46,0.7419,100.68,1484.0,74.57,0
1,2024-01-11 21:00:00,71.75,0.7784,105.98,1481.1,77.26,0
1,2024-01-11 22:00:00,71.34,0.7166,108.56,1495.5,76.59,0
1,2024-01-11 23:00:00,68.18,0.6799,97.22,1504.3,73.61,0
1,2024-01-12 00:00:00,74.14,0.6955,100.96,1509.4,75.18,0
1,2024-01-12 01:00:00,74.87,0.7047,111.66,1534.6,74.9,0
1,2024-01-12 02:00:00,72.82,0.652,104.77,1489.8,75.7,0
1,2024-01-12 03:00:00,72.37,0.7027,101.77,1483.6,74.51,0
1,2024-01-12 04:00:00,70.46,0.6624,101.26,1532.5,74.8,0
1,2024-01-12 05:00:00,72.13,0.5882,107.19,1515.8,75.04,1
1,2024-01-12 06:00:00,72.67,0.7146,106.28,1502.9,75.2,0
1,2024-01-12 07:00:00,70.99,0.7508,96.49,1506.8,73.94,0
1,2024-01-12 08:00:00,72.37,0.7293,98.71,1494.5,74.86,0
1,2024-01-12 09:00:00,71.15,0.7227,108.49,1480.5,75.34,0
1,2024-01-12 10:00:00,71.66,0.7212,104.63,1536.9,75.18,0
1,2024-01-12 11:00:00,70.61,0.7362,107.25,1453.4,74.25,0
1,2024-01-12 12:00:00,70.86,0.7189,109.71,1501.7,74.6,0
1,2024-01-12 13:00:00,72.18,0.6837,98.72,1490.8,74.28,0
1,2024-01-12 14:00:00,69.42,0.7216,100.91,1510.7,75.54,0
1,2024-01-12 15:00:00,72.27,0.7619,102.31,1496.7,78.41,0
1,2024-01-12 16:00:00,74.43,0.7438,109.24,1488.9,73.37,0
1,2024-01-12 17:00:00,72.77,0.813,108.09,1491.3,76.47,0
1,2024-01-12 18:00:00,69.95,0.7261,107.59,1513.3,76.02,0
1,2024-01-12 19:00:00,71.55,0.7043,100.66,1481.0,75.6,0
1,2024-01-12 20:00:00,70.95,0.7321,103.63,1504.8,75.68,0
1,2024-01-12 21:00:00,72.45,0.6696,104.8,1496.2,76.14,0
1,2024-01-12 22:00:00,72.52,0.7102,111.62,1504.3,74.34,0
1,2024-01-12 23:00:00,73.67,0.7328,109.23,1479.7,76.27,0
1,2024-01-13 00:00:00,72.16,0.7905,102.18,1454.9,74.62,0
1,2024-01-13 01:00:00,74.49,0.7681,105.37,1494.9,74.74,0
1,2024-01-13 02:00:00,71.2,0.6254,106.44,1524.7,73.58,0
1,2024-01-13 03:00:00,75.03,0.7479,102.5,1481.4,75.41,0
1,2024-01-13 04:00:00,74.95,0.6725,100.6,1509.9,74.57,0
1,2024-01-13 05:00:00,74.13,0.7357,112.3,1479.4,74.39,1
1,2024-01-13 06:00:00,74.65,0.6644,106.22,1512.7,73.85,0
1,2024-01-13 07:00:00,74.28,0.7647,112.09,1496.6,74.07,0
1,2024-01-13 08:00:00,72.91,0.7869,103.85,1497.9,74.85,1
1,2024-01-13 09:00:00,70.76,0.7493,103.53,1513.3,74.59,0
1,2024-01-13 10:00:00,73.06,0.7494,107.01,1488.5,75.68,0
1,2024-01-13 11:00:00,71.91,0.7527,111.75,1494.5,74.66,1
1,2024-01-13 12:00:00,68.93,0.7204,94.52,1514.5,76.05,1
1,2024-01-13 13:00:00,70.99,0.7836,111.1,1496.7,74.82,0
1,2024-01-13 14:00:00,72.9,0.7135,98.87,1499.5,75.32,0
1,2024-01-13 15:00:00,75.08,0.7865,105.04,1502.5,75.97,0
1,2024-01-13 16:00:00,69.15,0.7042,109.9,1491.6,75.84,0
1,2024-01-13 17:00:00,73.25,0.82,109.1,1531.4,75.69,0
1,2024-01-13 18:00:00,70.87,0.7417,101.23,1450.4,75.36,0
1,2024-01-13 19:00:00,73.11,0.7432,110.98,1486.0,75.12,0
1,2024-01-13 20:00:00,71.96,0.6315,101.4,1457.0,75.36,0
1,2024-01-13 21:00:00,70.38,0.7468,95.21,1492.1,74.15,0
1,2024-01-13 22:00:00,73.83,0.8801,104.37,1494.6,74.11,0
1,2024-01-13 23:00:00,72.5,0.7284,98.5,1519.7,74.9,0
1,2024-01-14 00:00:00,72.11,0.7126,95.58,1460.9,75.7,0
1,2024-01-14 01:00:00,72.56,0.667,106.94,1488.3,75.01,0
1,2024-01-14 02:00:00,73.23,0.7161,98.92,1504.8,74.02,0
1,2024-01-14 03:00:00,68.54,0.7372,97.52,1495.2,74.92,0
1,2024-01-14 04:00:00,74.0,0.7401,108.58,1520.9,76.0,1
1,2024-01-14 05:00:00,69.53,0.7848,103.6,1516.8,75.11,0
1,2024-01-14 06:00:00,73.13,0.713,93.95,1484.7,77.49,1
1,2024-01-14 07:00:00,72.06,0.759,97.29,1522.9,73.93,0
1,2024-01-14 08:00:00,73.99,0.7942,111.62,1482.6,73.84,0
1,2024-01-14 09:00:00,70.87,0.8223,101.16,1503.2,75.04,0
1,2024-01-14 10:00:00,69.44,0.7189,93.23,1520.8,76.35,0
1,2024-01-14 11:00:00,74.66,0.6998,100.34,1475.2,74.54,0
1,2024-01-14 12:00:00,71.19,0.7337,102.64,1494.0,73.33,0
1,2024-01-14 13:00:00,75.56,0.6719,98.35,1516.5,76.35,0
1,2024-01-14 14:00:00,76.93,0.7338,102.15,1474.2,74.73,0
1,2024-01-14 15:00:00,72.22,0.7359,101.82,1495.3,74.34,0
1,2024-01-14 16:00:00,69.58,0.7408,101.89,1501.5,74.94,0
1,2024-01-14 17:00:00,75.01,0.754,104.59,1465.5,73.57,0
1,2024-01-14 18:00:00,73.59,0.7012,110.21,1501.8,74.46,0
1,2024-01-14 19:00:00,75.69,0.7217,99.24,1493.4,74.2,0
1,2024-01-14 20:00:00,73.38,0.7866,107.14,1460.2,74.49,0
1,2024-01-14 21:00:00,71.06,0.6362,100.9,1518.6,76.61,0
1,2024-01-14 22:00:00,72.39,0.6998,102.17,1485.2,73.12,0
1,2024-01-14 23:00:00,73.79,0.7771,104.65,1518.2,74.73,0
1,2024-01-15 00:00:00,72.6,0.7792,98.98,1513.9,74.5,0
1,2024-01-15 01:00:00,71.0,0.8224,102.04,1460.9,75.87,0
1,2024-01-15 02:00:00,74.64,0.7306,103.5,1447.9,77.32,0
1,2024-01-15 03:00:00,72.84,0.765,103.71,1506.6,75.23,0
1,2024-01-15 04:00:00,75.73,0.7583,101.6,1516.2,76.91,0
1,2024-01-15 05:00:00,73.8,0.7684,100.33,1518.5,75.52,0
1,2024-01-15 06:00:00,72.61,0.7329,107.99,1485.4,73.66,0
1,2024-01-15 07:00:00,72.08,0.8187,104.82,1510.4,75.06,0
1,2024-01-15 08:00:00,74.31,0.7422,105.74,1519.5,75.12,0
1,2024-01-15 09:00:00,74.38,0.7714,97.83,1492.5,73.78,0
1,2024-01-15 10:00:00,73.12,0.7461,102.77,1493.0,74.55,0
1,2024-01-15 11:00:00,74.73,0.7744,98.14,1508.8,75.44,0
1,2024-01-15 12:00:00,73.21,0.7397,97.23,1480.3,75.37,0
1,2024-01-15 13:00:00,72.29,0.8175,101.25,1490.2,72.48,0
1,2024-01-15 14:00:00,73.72,0.778,93.94,1519.5,73.62,0
1,2024-01-15 15:00:00,74.25,0.6267,103.12,1531.4,75.7,0
1,2024-01-15 16:00:00,71.39,0.8177,106.41,1506.5,74.69,0
1,2024-01-15 17:00:00,76.36,0.799,99.64,1494.7,72.67,0
1,2024-01-15 18:00:00,74.31,0.7328,99.05,1495.5,75.39,0
1,2024-01-15 19:00:00,71.59,0.8223,97.84,1481.9,74.12,0
1,2024-01-15 20:00:00,75.13,0.7575,107.3,1481.7,74.25,0
1,2024-01-15 21:00:00,75.58,0.8022,101.64,1500.2,73.82,0
